yearSeason,slugSeason,idTeam,idPlayer,typeGrid,namePlayer,nameTeam,typeEvent,typeAction,typeShot,dateGame,slugTeamHome,slugTeamAway,idGame,idEvent,numberPeriod,minutesRemaining,zoneBasic,nameZone,slugZone,zoneRange,locationX,locationY,secondsRemaining,distanceShot,isShotAttempted,isShotMade
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Cutting Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,58,1,6,Restricted Area,Center,C,Less Than 8 ft.,22,-6,18,2,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Driving Floating Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,61,1,5,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-21,64,45,6,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Running Dunk Shot,2PT Field Goal,20211023,TOR,DAL,22100029,71,1,5,Restricted Area,Center,C,Less Than 8 ft.,2,-1,15,0,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211023,TOR,DAL,22100029,83,1,4,Above the Break 3,Left Side Center,LC,24+ ft.,-175,198,37,26,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,87,1,4,Above the Break 3,Center,C,24+ ft.,-55,263,13,26,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Putback Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,119,1,4,Restricted Area,Center,C,Less Than 8 ft.,-11,36,11,3,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Tip Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,89,1,4,Restricted Area,Center,C,Less Than 8 ft.,0,0,4,0,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Driving Floating Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,96,1,3,In The Paint (Non-RA),Center,C,8-16 ft.,7,84,33,8,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Running Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,99,1,3,Restricted Area,Center,C,Less Than 8 ft.,22,15,10,2,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Putback Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,102,1,3,Restricted Area,Center,C,Less Than 8 ft.,0,0,4,0,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Floating Jump shot,2PT Field Goal,20211023,TOR,DAL,22100029,127,1,2,In The Paint (Non-RA),Center,C,8-16 ft.,22,126,6,12,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Tip Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,144,1,0,Restricted Area,Center,C,Less Than 8 ft.,0,0,57,0,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20211023,TOR,DAL,22100029,146,1,0,Above the Break 3,Right Side Center,RC,24+ ft.,165,198,53,25,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,20211023,TOR,DAL,22100029,153,1,0,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-39,61,4,7,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,176,2,11,Above the Break 3,Right Side Center,RC,24+ ft.,152,232,5,27,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,180,2,10,Restricted Area,Center,C,Less Than 8 ft.,11,26,39,2,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Tip Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,182,2,10,Restricted Area,Center,C,Less Than 8 ft.,0,0,35,0,TRUE,FALSE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,185,2,10,Left Corner 3,Left Side,L,24+ ft.,-223,-1,17,22,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,187,2,10,Restricted Area,Center,C,Less Than 8 ft.,-12,34,10,3,TRUE,FALSE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211023,TOR,DAL,22100029,190,2,10,Mid-Range,Left Side,L,16-24 ft.,-185,-1,4,18,TRUE,FALSE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Missed Shot,Floating Jump shot,2PT Field Goal,20211023,TOR,DAL,22100029,362,2,9,In The Paint (Non-RA),Center,C,8-16 ft.,0,113,48,11,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,203,2,9,Mid-Range,Right Side,R,8-16 ft.,119,58,34,13,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,207,2,9,Above the Break 3,Left Side Center,LC,24+ ft.,-206,141,21,24,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,20211023,TOR,DAL,22100029,218,2,9,In The Paint (Non-RA),Center,C,8-16 ft.,10,88,13,8,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,226,2,8,Above the Break 3,Center,C,24+ ft.,25,299,29,30,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Driving Bank Hook Shot,2PT Field Goal,20211023,TOR,DAL,22100029,232,2,7,In The Paint (Non-RA),Center,C,Less Than 8 ft.,51,13,50,5,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Turnaround Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,243,2,7,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-21,55,35,5,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,20211023,TOR,DAL,22100029,247,2,7,Restricted Area,Center,C,Less Than 8 ft.,1,-1,7,0,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20211023,TOR,DAL,22100029,262,2,6,Above the Break 3,Center,C,24+ ft.,-6,263,3,26,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,264,2,6,In The Paint (Non-RA),Center,C,8-16 ft.,-60,136,0,14,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,286,2,4,Above the Break 3,Center,C,24+ ft.,18,245,52,24,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Driving Floating Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,301,2,3,In The Paint (Non-RA),Center,C,8-16 ft.,-23,99,55,10,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Running Reverse Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,304,2,3,Restricted Area,Center,C,Less Than 8 ft.,12,-8,28,1,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,312,2,2,Left Corner 3,Left Side,L,24+ ft.,-234,-15,54,23,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,329,2,1,Mid-Range,Right Side,R,8-16 ft.,98,31,43,10,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,331,2,1,Above the Break 3,Center,C,24+ ft.,-66,256,16,26,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Running Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,336,2,0,Restricted Area,Center,C,Less Than 8 ft.,-26,-2,54,2,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20211023,TOR,DAL,22100029,343,2,0,Above the Break 3,Right Side Center,RC,24+ ft.,87,263,32,27,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211023,TOR,DAL,22100029,375,3,11,Mid-Range,Left Side,L,8-16 ft.,-134,16,29,13,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Bank Shot,3PT Field Goal,20211023,TOR,DAL,22100029,381,3,10,Above the Break 3,Right Side Center,RC,24+ ft.,207,167,50,26,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20211023,TOR,DAL,22100029,387,3,10,Above the Break 3,Left Side Center,LC,24+ ft.,-172,204,7,26,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,394,3,9,Restricted Area,Center,C,Less Than 8 ft.,2,-3,46,0,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Fadeaway Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,398,3,9,Mid-Range,Right Side,R,8-16 ft.,120,5,10,12,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Turnaround Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,402,3,8,In The Paint (Non-RA),Right Side,R,8-16 ft.,74,57,44,9,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,405,3,8,Left Corner 3,Left Side,L,24+ ft.,-235,5,5,23,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,410,3,7,Above the Break 3,Left Side Center,LC,24+ ft.,-169,216,28,27,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,415,3,6,Above the Break 3,Left Side Center,LC,24+ ft.,-121,264,42,29,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,419,3,6,Restricted Area,Center,C,Less Than 8 ft.,-6,6,6,0,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Cutting Dunk Shot,2PT Field Goal,20211023,TOR,DAL,22100029,429,3,5,Restricted Area,Center,C,Less Than 8 ft.,0,7,43,0,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Pullup Jump shot,3PT Field Goal,20211023,TOR,DAL,22100029,442,3,5,Above the Break 3,Left Side Center,LC,24+ ft.,-184,216,15,28,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Driving Floating Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,447,3,4,Mid-Range,Center,C,8-16 ft.,0,151,41,15,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Step Back Jump shot,3PT Field Goal,20211023,TOR,DAL,22100029,453,3,4,Above the Break 3,Left Side Center,LC,24+ ft.,-173,273,11,32,TRUE,TRUE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,459,3,3,Above the Break 3,Left Side Center,LC,24+ ft.,-154,217,27,26,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,467,3,3,Above the Break 3,Right Side Center,RC,24+ ft.,118,231,0,25,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,2PT Field Goal,20211023,TOR,DAL,22100029,475,3,2,Mid-Range,Left Side Center,LC,16-24 ft.,-83,190,22,20,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,489,3,1,Above the Break 3,Center,C,24+ ft.,-70,283,24,29,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20211023,TOR,DAL,22100029,491,3,1,Above the Break 3,Left Side Center,LC,24+ ft.,-126,273,10,30,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Cutting Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,496,3,0,Restricted Area,Center,C,Less Than 8 ft.,-16,15,48,2,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,507,3,0,Left Corner 3,Left Side,L,24+ ft.,-228,2,8,22,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Running Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,511,3,0,Above the Break 3,Center,C,24+ ft.,17,373,0,37,TRUE,FALSE
2022,2021-22,1610612742,203493,Shot Chart Detail,Reggie Bullock,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,521,4,11,Above the Break 3,Center,C,24+ ft.,72,267,47,27,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,528,4,11,Restricted Area,Center,C,Less Than 8 ft.,9,8,10,1,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Running Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,532,4,10,Restricted Area,Center,C,Less Than 8 ft.,-13,7,44,1,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,539,4,10,Above the Break 3,Center,C,24+ ft.,69,262,21,27,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,543,4,9,Above the Break 3,Left Side Center,LC,24+ ft.,-170,225,43,28,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,552,4,9,Above the Break 3,Right Side Center,RC,24+ ft.,190,199,8,27,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20211023,TOR,DAL,22100029,565,4,8,Mid-Range,Center,C,8-16 ft.,-11,151,44,15,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,20211023,TOR,DAL,22100029,576,4,7,Mid-Range,Left Side,L,16-24 ft.,-161,33,41,16,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,582,4,7,Left Corner 3,Left Side,L,24+ ft.,-234,-4,10,23,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20211023,TOR,DAL,22100029,595,4,6,Above the Break 3,Center,C,24+ ft.,25,262,31,26,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,597,4,6,Restricted Area,Center,C,Less Than 8 ft.,6,-1,23,0,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Driving Dunk Shot,2PT Field Goal,20211023,TOR,DAL,22100029,600,4,5,Restricted Area,Center,C,Less Than 8 ft.,1,-1,53,0,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,605,4,5,Above the Break 3,Left Side Center,LC,24+ ft.,-162,216,18,27,TRUE,TRUE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,610,4,4,Right Corner 3,Right Side,R,24+ ft.,240,5,47,24,TRUE,TRUE
2022,2021-22,1610612742,1628467,Shot Chart Detail,Maxi Kleber,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,614,4,4,Above the Break 3,Left Side Center,LC,24+ ft.,-140,279,11,31,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20211023,TOR,DAL,22100029,619,4,3,Above the Break 3,Center,C,24+ ft.,23,284,30,28,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,20211023,TOR,DAL,22100029,622,4,2,Mid-Range,Right Side Center,RC,16-24 ft.,82,151,45,17,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,630,4,2,Above the Break 3,Left Side Center,LC,24+ ft.,-162,227,14,27,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,639,4,1,In The Paint (Non-RA),Center,C,Less Than 8 ft.,27,34,32,4,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211023,TOR,DAL,22100029,649,4,1,Above the Break 3,Right Side Center,RC,24+ ft.,173,212,6,27,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,657,4,0,Restricted Area,Center,C,Less Than 8 ft.,1,8,38,0,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Cutting Layup Shot,2PT Field Goal,20211023,TOR,DAL,22100029,660,4,0,Restricted Area,Center,C,Less Than 8 ft.,-7,11,21,1,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Cutting Layup Shot,2PT Field Goal,20211026,DAL,HOU,22100052,10,1,11,Restricted Area,Center,C,Less Than 8 ft.,37,10,20,3,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,20211026,DAL,HOU,22100052,15,1,10,In The Paint (Non-RA),Center,C,8-16 ft.,37,73,53,8,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Putback Layup Shot,2PT Field Goal,20211026,DAL,HOU,22100052,17,1,10,Restricted Area,Center,C,Less Than 8 ft.,-4,15,50,1,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Tip Layup Shot,2PT Field Goal,20211026,DAL,HOU,22100052,19,1,10,Restricted Area,Center,C,Less Than 8 ft.,0,0,47,0,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20211026,DAL,HOU,22100052,24,1,10,Mid-Range,Right Side Center,RC,16-24 ft.,94,159,19,18,TRUE,TRUE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,20211026,DAL,HOU,22100052,29,1,9,Above the Break 3,Right Side Center,RC,24+ ft.,176,183,40,25,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211026,DAL,HOU,22100052,40,1,8,Above the Break 3,Right Side Center,RC,24+ ft.,94,251,50,26,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Made Shot,Step Back Jump shot,3PT Field Goal,20211026,DAL,HOU,22100052,49,1,8,Above the Break 3,Center,C,24+ ft.,70,256,7,26,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211026,DAL,HOU,22100052,53,1,7,Above the Break 3,Center,C,24+ ft.,-31,254,28,25,TRUE,FALSE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20211026,DAL,HOU,22100052,64,1,6,Above the Break 3,Center,C,24+ ft.,-40,278,25,28,TRUE,FALSE
2022,2021-22,1610612742,203501,Shot Chart Detail,Tim Hardaway Jr.,Dallas Mavericks,Made Shot,Cutting Layup Shot,2PT Field Goal,20211026,DAL,HOU,22100052,72,1,6,Restricted Area,Center,C,Less Than 8 ft.,7,0,3,0,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211026,DAL,HOU,22100052,77,1,5,Above the Break 3,Center,C,24+ ft.,-45,280,25,28,TRUE,FALSE
2022,2021-22,1610612742,1626246,Shot Chart Detail,Boban Marjanovic,Dallas Mavericks,Made Shot,Putback Layup Shot,2PT Field Goal,20211026,DAL,HOU,22100052,79,1,5,Restricted Area,Center,C,Less Than 8 ft.,-5,13,21,1,TRUE,TRUE
2022,2021-22,1610612742,1629029,Shot Chart Detail,Luka Doncic,Dallas Mavericks,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,20211026,DAL,HOU,22100052,88,1,4,In The Paint (Non-RA),Left Side,L,8-16 ft.,-75,97,50,12,TRUE,FALSE
2022,2021-22,1610612742,1626246,Shot Chart Detail,Boban Marjanovic,Dallas Mavericks,Made Shot,Cutting Layup Shot,2PT Field Goal,20211026,DAL,HOU,22100052,97,1,4,Restricted Area,Center,C,Less Than 8 ft.,-23,18,26,2,TRUE,TRUE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211026,DAL,HOU,22100052,101,1,3,Above the Break 3,Right Side Center,RC,24+ ft.,210,139,47,25,TRUE,FALSE
