yearSeason,slugSeason,idTeam,idPlayer,typeGrid,namePlayer,nameTeam,typeEvent,typeAction,typeShot,dateGame,slugTeamHome,slugTeamAway,idGame,idEvent,numberPeriod,minutesRemaining,zoneBasic,nameZone,slugZone,zoneRange,locationX,locationY,secondsRemaining,distanceShot,isShotAttempted,isShotMade
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20211223,DAL,MIL,22100481,635,4,2,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-59,22,38,6,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211223,DAL,MIL,22100481,639,4,2,Above the Break 3,Left Side Center,LC,24+ ft.,-175,201,17,26,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20211223,DAL,MIL,22100481,649,4,1,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-45,12,10,4,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211223,DAL,MIL,22100481,653,4,0,Above the Break 3,Left Side Center,LC,24+ ft.,-124,244,43,27,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211223,DAL,MIL,22100481,666,4,0,Above the Break 3,Center,C,24+ ft.,-2,257,11,25,TRUE,FALSE
2022,2021-22,1610612742,1629033,Shot Chart Detail,Theo Pinson,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211223,DAL,MIL,22100481,668,4,0,Above the Break 3,Right Side Center,RC,24+ ft.,179,169,6,24,TRUE,TRUE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Made Shot,Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,7,1,11,Mid-Range,Right Side,R,16-24 ft.,170,-10,43,17,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,20211225,UTA,DAL,22100492,11,1,11,Mid-Range,Right Side,R,8-16 ft.,97,69,8,11,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,14,1,10,Above the Break 3,Left Side Center,LC,24+ ft.,-97,266,48,28,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,29,1,9,Mid-Range,Right Side Center,RC,16-24 ft.,145,134,35,19,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Step Back Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,33,1,9,Mid-Range,Center,C,16-24 ft.,-4,208,7,20,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Driving Dunk Shot,2PT Field Goal,20211225,UTA,DAL,22100492,35,1,8,In The Paint (Non-RA),Center,C,Less Than 8 ft.,5,45,31,4,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,38,1,8,Restricted Area,Center,C,Less Than 8 ft.,-4,17,29,1,TRUE,TRUE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,41,1,8,Above the Break 3,Center,C,24+ ft.,37,248,14,25,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,45,1,7,Mid-Range,Left Side Center,LC,16-24 ft.,-110,157,48,19,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,49,1,7,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-53,35,20,6,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Turnaround Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,57,1,6,Mid-Range,Left Side,L,8-16 ft.,-94,14,58,9,TRUE,TRUE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Running Dunk Shot,2PT Field Goal,20211225,UTA,DAL,22100492,73,1,6,Restricted Area,Center,C,Less Than 8 ft.,-15,15,0,2,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Cutting Dunk Shot,2PT Field Goal,20211225,UTA,DAL,22100492,77,1,5,Restricted Area,Center,C,Less Than 8 ft.,4,21,47,2,TRUE,TRUE
2022,2021-22,1610612742,1629650,Shot Chart Detail,Moses Brown,Dallas Mavericks,Missed Shot,Turnaround Hook Shot,2PT Field Goal,20211225,UTA,DAL,22100492,88,1,5,In The Paint (Non-RA),Center,C,Less Than 8 ft.,12,68,28,6,TRUE,FALSE
2022,2021-22,1610612742,202688,Shot Chart Detail,Brandon Knight,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,105,1,4,In The Paint (Non-RA),Right Side,R,8-16 ft.,77,46,26,8,TRUE,FALSE
2022,2021-22,1610612742,1629650,Shot Chart Detail,Moses Brown,Dallas Mavericks,Made Shot,Cutting Dunk Shot,2PT Field Goal,20211225,UTA,DAL,22100492,123,1,3,Restricted Area,Center,C,Less Than 8 ft.,18,9,35,2,TRUE,TRUE
2022,2021-22,1610612742,1629718,Shot Chart Detail,Charlie Brown Jr.,Dallas Mavericks,Made Shot,Running Dunk Shot,2PT Field Goal,20211225,UTA,DAL,22100492,141,1,2,Restricted Area,Center,C,Less Than 8 ft.,4,11,57,1,TRUE,TRUE
2022,2021-22,1610612742,1629718,Shot Chart Detail,Charlie Brown Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,150,1,2,Above the Break 3,Right Side Center,RC,24+ ft.,161,210,1,26,TRUE,FALSE
2022,2021-22,1610612742,1629718,Shot Chart Detail,Charlie Brown Jr.,Dallas Mavericks,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,155,1,1,Mid-Range,Right Side,R,8-16 ft.,81,64,32,10,TRUE,FALSE
2022,2021-22,1610612742,1628994,Shot Chart Detail,George King,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,159,1,1,Right Corner 3,Right Side,R,24+ ft.,237,-7,12,23,TRUE,FALSE
2022,2021-22,1610612742,1629650,Shot Chart Detail,Moses Brown,Dallas Mavericks,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,20211225,UTA,DAL,22100492,163,1,0,Restricted Area,Center,C,Less Than 8 ft.,22,1,44,2,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Finger Roll Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,170,1,0,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-62,26,9,6,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,177,1,0,Above the Break 3,Left Side Center,LC,24+ ft.,-191,310,0,36,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Turnaround Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,193,2,11,In The Paint (Non-RA),Left Side,L,8-16 ft.,-61,66,33,8,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,197,2,11,Above the Break 3,Center,C,24+ ft.,-40,268,9,27,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,200,2,10,Restricted Area,Center,C,Less Than 8 ft.,-31,14,50,3,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,203,2,10,Mid-Range,Center,C,16-24 ft.,23,185,20,18,TRUE,FALSE
2022,2021-22,1610612742,1627737,Shot Chart Detail,Marquese Chriss,Dallas Mavericks,Made Shot,Alley Oop Layup shot,2PT Field Goal,20211225,UTA,DAL,22100492,211,2,9,Restricted Area,Center,C,Less Than 8 ft.,23,0,45,2,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Step Back Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,219,2,9,Mid-Range,Left Side Center,LC,16-24 ft.,-76,151,16,16,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Step Back Jump shot,3PT Field Goal,20211225,UTA,DAL,22100492,225,2,8,Above the Break 3,Left Side Center,LC,24+ ft.,-183,171,41,25,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Turnaround Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,238,2,8,In The Paint (Non-RA),Center,C,8-16 ft.,54,113,10,12,TRUE,TRUE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,251,2,7,Above the Break 3,Right Side Center,RC,24+ ft.,135,203,25,24,TRUE,TRUE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,255,2,6,Left Corner 3,Left Side,L,24+ ft.,-228,19,46,22,TRUE,FALSE
2022,2021-22,1610612742,1627737,Shot Chart Detail,Marquese Chriss,Dallas Mavericks,Missed Shot,Floating Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,271,2,6,In The Paint (Non-RA),Right Side,R,8-16 ft.,67,46,23,8,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211225,UTA,DAL,22100492,275,2,6,Left Corner 3,Left Side,L,24+ ft.,-230,27,20,23,TRUE,FALSE
2022,2021-22,1610612742,1628994,Shot Chart Detail,George King,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,299,2,5,Above the Break 3,Center,C,24+ ft.,62,237,22,24,TRUE,FALSE
2022,2021-22,1610612742,1628994,Shot Chart Detail,George King,Dallas Mavericks,Missed Shot,Driving Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,308,2,4,Restricted Area,Center,C,Less Than 8 ft.,31,10,26,3,TRUE,FALSE
2022,2021-22,1610612742,202688,Shot Chart Detail,Brandon Knight,Dallas Mavericks,Made Shot,Pullup Jump shot,3PT Field Goal,20211225,UTA,DAL,22100492,327,2,3,Above the Break 3,Right Side Center,RC,24+ ft.,162,198,28,25,TRUE,TRUE
2022,2021-22,1610612742,1629033,Shot Chart Detail,Theo Pinson,Dallas Mavericks,Made Shot,Pullup Jump shot,3PT Field Goal,20211225,UTA,DAL,22100492,330,2,3,Above the Break 3,Left Side Center,LC,24+ ft.,-131,210,1,24,TRUE,TRUE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,342,2,2,Mid-Range,Center,C,8-16 ft.,-4,157,29,15,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Turnaround Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,345,2,1,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-20,45,55,4,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211225,UTA,DAL,22100492,351,2,1,Above the Break 3,Right Side Center,RC,24+ ft.,123,220,39,25,TRUE,FALSE
2022,2021-22,1610612742,1629033,Shot Chart Detail,Theo Pinson,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,365,2,0,Above the Break 3,Right Side Center,RC,24+ ft.,135,256,58,28,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,371,2,0,Right Corner 3,Right Side,R,24+ ft.,228,29,34,22,TRUE,TRUE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Made Shot,Driving Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,388,3,11,Restricted Area,Center,C,Less Than 8 ft.,0,39,34,3,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,397,3,10,In The Paint (Non-RA),Center,C,8-16 ft.,-70,122,52,14,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,402,3,10,Mid-Range,Left Side,L,8-16 ft.,-103,100,28,14,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,408,3,9,Mid-Range,Right Side,R,8-16 ft.,97,100,48,13,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Turnaround Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,418,3,8,Mid-Range,Right Side,R,8-16 ft.,97,104,59,14,TRUE,TRUE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,422,3,8,Restricted Area,Center,C,Less Than 8 ft.,18,15,38,2,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Missed Shot,Driving Hook Shot,2PT Field Goal,20211225,UTA,DAL,22100492,426,3,8,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-10,49,32,5,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Floating Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,433,3,7,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-5,68,55,6,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Putback Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,435,3,7,Restricted Area,Center,C,Less Than 8 ft.,-21,20,51,2,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,439,3,7,Above the Break 3,Center,C,24+ ft.,31,278,29,27,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,443,3,7,Above the Break 3,Right Side Center,RC,24+ ft.,158,205,11,25,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,470,3,6,Mid-Range,Left Side,L,16-24 ft.,-183,64,1,19,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,476,3,5,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-74,20,21,7,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,479,3,4,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-45,25,45,5,TRUE,TRUE
2022,2021-22,1610612742,1629650,Shot Chart Detail,Moses Brown,Dallas Mavericks,Missed Shot,Alley Oop Layup shot,2PT Field Goal,20211225,UTA,DAL,22100492,481,3,4,Restricted Area,Center,C,Less Than 8 ft.,-33,15,22,3,TRUE,FALSE
2022,2021-22,1610612742,202688,Shot Chart Detail,Brandon Knight,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,488,3,3,Above the Break 3,Right Side Center,RC,24+ ft.,112,251,57,27,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,492,3,3,In The Paint (Non-RA),Center,C,8-16 ft.,-18,136,23,13,TRUE,FALSE
2022,2021-22,1610612742,1629650,Shot Chart Detail,Moses Brown,Dallas Mavericks,Made Shot,Dunk Shot,2PT Field Goal,20211225,UTA,DAL,22100492,494,3,3,Restricted Area,Center,C,Less Than 8 ft.,11,6,15,1,TRUE,TRUE
2022,2021-22,1610612742,1629033,Shot Chart Detail,Theo Pinson,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,505,3,2,Mid-Range,Right Side Center,RC,16-24 ft.,92,139,51,16,TRUE,TRUE
2022,2021-22,1610612742,1629033,Shot Chart Detail,Theo Pinson,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211225,UTA,DAL,22100492,508,3,2,Above the Break 3,Left Side Center,LC,24+ ft.,-97,236,29,25,TRUE,FALSE
2022,2021-22,1610612742,1629718,Shot Chart Detail,Charlie Brown Jr.,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,513,3,1,Above the Break 3,Left Side Center,LC,24+ ft.,-211,142,47,25,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,526,3,1,Mid-Range,Left Side,L,8-16 ft.,-115,69,32,13,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,538,3,0,Mid-Range,Center,C,8-16 ft.,-71,142,59,15,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,541,3,0,Above the Break 3,Center,C,24+ ft.,-83,260,37,27,TRUE,FALSE
2022,2021-22,1610612742,1627737,Shot Chart Detail,Marquese Chriss,Dallas Mavericks,Missed Shot,Alley Oop Layup shot,2PT Field Goal,20211225,UTA,DAL,22100492,576,4,11,Restricted Area,Center,C,Less Than 8 ft.,16,23,47,2,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Missed Shot,Running Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,580,4,11,Restricted Area,Center,C,Less Than 8 ft.,27,21,31,3,TRUE,FALSE
2022,2021-22,1610612742,1628425,Shot Chart Detail,Sterling Brown,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,584,4,11,Left Corner 3,Left Side,L,24+ ft.,-234,15,14,23,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,610,4,9,Mid-Range,Center,C,8-16 ft.,-6,158,31,15,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,622,4,8,Mid-Range,Left Side,L,16-24 ft.,-167,100,35,19,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,625,4,8,Mid-Range,Right Side,R,16-24 ft.,186,54,32,19,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,629,4,7,Above the Break 3,Right Side Center,RC,24+ ft.,100,248,57,26,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,647,4,7,Mid-Range,Right Side Center,RC,16-24 ft.,120,123,6,17,TRUE,FALSE
2022,2021-22,1610612742,1629033,Shot Chart Detail,Theo Pinson,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,652,4,6,Mid-Range,Left Side Center,LC,16-24 ft.,-118,152,35,19,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Step Back Jump shot,3PT Field Goal,20211225,UTA,DAL,22100492,668,4,5,Right Corner 3,Right Side,R,24+ ft.,227,71,5,23,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,678,4,4,Above the Break 3,Left Side Center,LC,24+ ft.,-197,180,44,26,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Made Shot,Driving Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,688,4,4,Mid-Range,Left Side,L,8-16 ft.,-85,65,15,10,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,20211225,UTA,DAL,22100492,694,4,3,In The Paint (Non-RA),Center,C,8-16 ft.,-40,95,35,10,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,3PT Field Goal,20211225,UTA,DAL,22100492,698,4,2,Above the Break 3,Right Side Center,RC,24+ ft.,125,226,55,25,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,707,4,2,Mid-Range,Left Side,L,8-16 ft.,-108,116,31,15,TRUE,FALSE
2022,2021-22,1610612742,202688,Shot Chart Detail,Brandon Knight,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,726,4,1,Above the Break 3,Left Side Center,LC,24+ ft.,-200,169,14,26,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Pullup Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,734,4,0,In The Paint (Non-RA),Left Side,L,8-16 ft.,-50,86,55,9,TRUE,TRUE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,737,4,0,Above the Break 3,Left Side Center,LC,24+ ft.,-178,189,29,25,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Floating Jump shot,2PT Field Goal,20211225,UTA,DAL,22100492,744,4,0,In The Paint (Non-RA),Center,C,8-16 ft.,-1,101,19,10,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211225,UTA,DAL,22100492,746,4,0,Above the Break 3,Center,C,24+ ft.,-69,249,14,25,TRUE,FALSE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Made Shot,Layup Shot,2PT Field Goal,20211225,UTA,DAL,22100492,750,4,0,In The Paint (Non-RA),Center,C,Less Than 8 ft.,26,34,7,4,TRUE,TRUE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Made Shot,Turnaround Jump Shot,2PT Field Goal,20211227,POR,DAL,22100506,7,1,11,In The Paint (Non-RA),Center,C,8-16 ft.,9,89,44,8,TRUE,TRUE
2022,2021-22,1610612742,1628373,Shot Chart Detail,Frank Ntilikina,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211227,POR,DAL,22100506,11,1,11,Above the Break 3,Left Side Center,LC,24+ ft.,-145,203,9,24,TRUE,FALSE
2022,2021-22,1610612742,1627827,Shot Chart Detail,Dorian Finney-Smith,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211227,POR,DAL,22100506,13,1,10,Above the Break 3,Left Side Center,LC,24+ ft.,-132,231,54,26,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Running Layup Shot,2PT Field Goal,20211227,POR,DAL,22100506,17,1,10,Restricted Area,Center,C,Less Than 8 ft.,6,3,39,0,TRUE,FALSE
2022,2021-22,1610612742,1628973,Shot Chart Detail,Jalen Brunson,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211227,POR,DAL,22100506,21,1,10,Right Corner 3,Right Side,R,24+ ft.,232,47,35,23,TRUE,FALSE
2022,2021-22,1610612742,204001,Shot Chart Detail,Kristaps Porzingis,Dallas Mavericks,Missed Shot,Jump Shot,3PT Field Goal,20211227,POR,DAL,22100506,25,1,10,Above the Break 3,Center,C,24+ ft.,5,282,22,28,TRUE,FALSE
2022,2021-22,1610612742,203939,Shot Chart Detail,Dwight Powell,Dallas Mavericks,Made Shot,Jump Shot,3PT Field Goal,20211227,POR,DAL,22100506,30,1,9,Above the Break 3,Left Side Center,LC,24+ ft.,-140,222,59,26,TRUE,TRUE
